"","word","newspaper","article","year","searchTerm","sentiment","arousal","nWords","nWordsSentiment","percWordsSentiment"
"79902","imod","D","8",2014,"ind",-1,1,310,14,4.51612903225806
"79925","kontroversielle","D","8",2014,"ind",-2,2,310,14,4.51612903225806
"79982","forkerte","D","8",2015,"ind",-2,2,558,13,2.32974910394265
"80025","når","D","8",2015,"ind",0,0,558,13,2.32974910394265
"80066","mistet","D","8",2015,"ind",-2,2,558,13,2.32974910394265
"80083","glæder","D","8",2015,"ind",3,3,558,13,2.32974910394265
"80187","væsentlig","D","8",2015,"ind",1,1,558,13,2.32974910394265
"80189","når","D","8",2015,"ind",0,0,558,13,2.32974910394265
"80283","god","D","8",2015,"ind",3,3,558,13,2.32974910394265
"80328","stoppe","D","8",2015,"ind",-1,1,558,13,2.32974910394265
"80357","hjælper","D","8",2015,"ind",2,2,558,13,2.32974910394265
"80436","hjulpet","D","8",2015,"ind",2,2,558,13,2.32974910394265
"80441","negative","D","8",2015,"ind",-2,2,558,13,2.32974910394265
"80452","ligegyldig","D","8",2015,"ind",-2,2,558,13,2.32974910394265
"80456","glade","D","8",2015,"ind",3,3,558,13,2.32974910394265
"80487","klar","D","9",2011,"fly",1,1,315,17,5.3968253968254
"80504","hurtigt","D","9",2011,"fly",2,2,315,17,5.3968253968254
"80515","klar","D","9",2011,"fly",1,1,315,17,5.3968253968254
"80531","imod","D","9",2011,"fly",-1,1,315,17,5.3968253968254
"80546","klar","D","9",2011,"fly",1,1,315,17,5.3968253968254
"80613","imod","D","9",2011,"fly",-1,1,315,17,5.3968253968254
"80639","hjælp","D","9",2011,"fly",2,2,315,17,5.3968253968254
"80659","hjælpe","D","9",2011,"fly",2,2,315,17,5.3968253968254
"80669","oprør","D","9",2011,"fly",-2,2,315,17,5.3968253968254
"80670","klar","D","9",2011,"fly",1,1,315,17,5.3968253968254
"80697","klar","D","9",2011,"fly",1,1,315,17,5.3968253968254
"80748","alene","D","9",2011,"fly",-1,1,315,17,5.3968253968254
"80750","grænser","D","9",2011,"fly",-1,1,315,17,5.3968253968254
"80758","grænser","D","9",2011,"fly",-1,1,315,17,5.3968253968254
"80772","alene","D","9",2011,"fly",-1,1,315,17,5.3968253968254
"80776","grænser","D","9",2011,"fly",-1,1,315,17,5.3968253968254
"80792","løse","D","9",2011,"fly",1,1,315,17,5.3968253968254
"80803","glad","D","9",2012,"fly",3,3,289,20,6.9204152249135
"80806","falske","D","9",2012,"fly",-3,3,289,20,6.9204152249135
"80822","falske","D","9",2012,"fly",-3,3,289,20,6.9204152249135
"80840","glæde","D","9",2012,"fly",3,3,289,20,6.9204152249135
"80855","straf","D","9",2012,"fly",-2,2,289,20,6.9204152249135
"80864","kritiseret","D","9",2012,"fly",-2,2,289,20,6.9204152249135
"80875","når","D","9",2012,"fly",0,0,289,20,6.9204152249135
"80882","falske","D","9",2012,"fly",-3,3,289,20,6.9204152249135
"80904","falske","D","9",2012,"fly",-3,3,289,20,6.9204152249135
"80918","mulighed","D","9",2012,"fly",2,2,289,20,6.9204152249135
"80935","straf","D","9",2012,"fly",-2,2,289,20,6.9204152249135
"80945","straf","D","9",2012,"fly",-2,2,289,20,6.9204152249135
"80952","håber","D","9",2012,"fly",2,2,289,20,6.9204152249135
"80974","domme","D","9",2012,"fly",-1,1,289,20,6.9204152249135
"80977","afvist","D","9",2012,"fly",-2,2,289,20,6.9204152249135
"81003","krav","D","9",2012,"fly",-1,1,289,20,6.9204152249135
"81023","skyldige","D","9",2012,"fly",-3,3,289,20,6.9204152249135
"81027","overtrådt","D","9",2012,"fly",-2,2,289,20,6.9204152249135
"81035","undgår","D","9",2012,"fly",-1,1,289,20,6.9204152249135
"81037","straf","D","9",2012,"fly",-2,2,289,20,6.9204152249135
"81095","hjælp","D","9",2013,"fly",2,2,274,22,8.02919708029197
"81104","hjælp","D","9",2013,"fly",2,2,274,22,8.02919708029197
"81116","godt","D","9",2013,"fly",3,3,274,22,8.02919708029197
"81173","tvunget","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81193","godt","D","9",2013,"fly",3,3,274,22,8.02919708029197
"81208","frygtede","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81211","sammenstød","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81214","uro","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81221","sammenstød","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81235","krav","D","9",2013,"fly",-1,1,274,22,8.02919708029197
"81245","uroen","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81258","frygt","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81261","sammenstød","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81265","uroen","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81271","frygt","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81274","blodige","D","9",2013,"fly",-3,3,274,22,8.02919708029197
"81275","sammenstød","D","9",2013,"fly",-2,2,274,22,8.02919708029197
"81285","afgørende","D","9",2013,"fly",1,1,274,22,8.02919708029197
"81302","bemærkelsesværdigt","D","9",2013,"fly",2,2,274,22,8.02919708029197
"81321","når","D","9",2013,"fly",0,0,274,22,8.02919708029197
"81333","nå","D","9",2013,"fly",1,1,274,22,8.02919708029197
"81359","fri","D","9",2013,"fly",1,1,274,22,8.02919708029197
"81367","lyver","D","9",2014,"fly",3,3,362,19,5.24861878453039
"81372","bombe","D","9",2014,"fly",-1,1,362,19,5.24861878453039
"81381","angrebet","D","9",2014,"fly",-1,1,362,19,5.24861878453039
"81389","løgn","D","9",2014,"fly",-3,3,362,19,5.24861878453039
"81391","dårlige","D","9",2014,"fly",-3,3,362,19,5.24861878453039
"81392","undskyldninger","D","9",2014,"fly",-1,1,362,19,5.24861878453039
"81462","angreb","D","9",2014,"fly",-1,1,362,19,5.24861878453039
"81575","fredelig","D","9",2014,"fly",2,2,362,19,5.24861878453039
"81576","løsning","D","9",2014,"fly",1,1,362,19,5.24861878453039
"81592","ligeglad","D","9",2014,"fly",-2,2,362,19,5.24861878453039
"81597","angreb","D","9",2014,"fly",-1,1,362,19,5.24861878453039
"81610","fredelig","D","9",2014,"fly",2,2,362,19,5.24861878453039
"81611","løsning","D","9",2014,"fly",1,1,362,19,5.24861878453039
"81614","angreb","D","9",2014,"fly",-1,1,362,19,5.24861878453039
"81638","venter","D","9",2014,"fly",-1,1,362,19,5.24861878453039
"81657","svigtet","D","9",2014,"fly",-2,2,362,19,5.24861878453039
"81677","frygter","D","9",2014,"fly",-2,2,362,19,5.24861878453039
"81700","bange","D","9",2014,"fly",-2,2,362,19,5.24861878453039
"81720","svær","D","9",2014,"fly",-2,2,362,19,5.24861878453039
"81738","godt","D","9",2015,"fly",3,3,700,39,5.57142857142857
"81756","løsning","D","9",2015,"fly",1,1,700,39,5.57142857142857
"81775","bekymring","D","9",2015,"fly",-2,2,700,39,5.57142857142857
"81779","dyrt","D","9",2015,"fly",3,3,700,39,5.57142857142857
"81827","fredelig","D","9",2015,"fly",2,2,700,39,5.57142857142857
"81828","løsning","D","9",2015,"fly",1,1,700,39,5.57142857142857
"81844","brudt","D","9",2015,"fly",-1,1,700,39,5.57142857142857
"81853","håbløs","D","9",2015,"fly",-2,2,700,39,5.57142857142857
"81857","håb","D","9",2015,"fly",2,2,700,39,5.57142857142857
"81862","blodige","D","9",2015,"fly",-3,3,700,39,5.57142857142857
"81885","muligheder","D","9",2015,"fly",2,2,700,39,5.57142857142857
"81890","konflikt","D","9",2015,"fly",-2,2,700,39,5.57142857142857
"81905","mulighed","D","9",2015,"fly",2,2,700,39,5.57142857142857
"81953","beskytte","D","9",2015,"fly",1,1,700,39,5.57142857142857
"81965","løsning","D","9",2015,"fly",1,1,700,39,5.57142857142857
"81997","løst","D","9",2015,"fly",1,1,700,39,5.57142857142857
"82003","positive","D","9",2015,"fly",2,2,700,39,5.57142857142857
"82012","slået","D","9",2015,"fly",-2,2,700,39,5.57142857142857
"82061","miste","D","9",2015,"fly",-2,2,700,39,5.57142857142857
"82085","styrker","D","9",2015,"fly",2,2,700,39,5.57142857142857
"82117","dø","D","9",2015,"fly",-2,2,700,39,5.57142857142857
"82135","godt","D","9",2015,"fly",3,3,700,39,5.57142857142857
"82186","imod","D","9",2015,"fly",-1,1,700,39,5.57142857142857
"82195","hjælp","D","9",2015,"fly",2,2,700,39,5.57142857142857
"82203","undskyldning","D","9",2015,"fly",-1,1,700,39,5.57142857142857
"82223","hjælper","D","9",2015,"fly",2,2,700,39,5.57142857142857
"82242","ønsker","D","9",2015,"fly",2,2,700,39,5.57142857142857
"82251","fred","D","9",2015,"fly",2,2,700,39,5.57142857142857
"82274","fred","D","9",2015,"fly",2,2,700,39,5.57142857142857
"82275","aftale","D","9",2015,"fly",1,1,700,39,5.57142857142857
"82282","fred","D","9",2015,"fly",2,2,700,39,5.57142857142857
"82298","forsvinder","D","9",2015,"fly",-1,1,700,39,5.57142857142857
"82307","garanti","D","9",2015,"fly",1,1,700,39,5.57142857142857
"82321","aftale","D","9",2015,"fly",1,1,700,39,5.57142857142857
"82325","kæmpe","D","9",2015,"fly",-1,1,700,39,5.57142857142857
"82336","godt","D","9",2015,"fly",3,3,700,39,5.57142857142857
"82349","fred","D","9",2015,"fly",2,2,700,39,5.57142857142857
"82352","aftale","D","9",2015,"fly",1,1,700,39,5.57142857142857
"82378","mistillid","D","9",2015,"fly",-3,3,700,39,5.57142857142857
"82426","skeptisk","D","9",2011,"ind",-2,2,176,12,6.81818181818182
"82434","frygter","D","9",2011,"ind",-2,2,176,12,6.81818181818182
"82440","interesse","D","9",2011,"ind",1,1,176,12,6.81818181818182
"82451","frygter","D","9",2011,"ind",-2,2,176,12,6.81818181818182
"82469","skepsis","D","9",2011,"ind",-2,2,176,12,6.81818181818182
"82496","risikerer","D","9",2011,"ind",-2,2,176,12,6.81818181818182
"82505","interesse","D","9",2011,"ind",1,1,176,12,6.81818181818182
"82513","risikerer","D","9",2011,"ind",-2,2,176,12,6.81818181818182
"82528","støtter","D","9",2011,"ind",2,2,176,12,6.81818181818182
"82540","begrænse","D","9",2011,"ind",-1,1,176,12,6.81818181818182
"82565","problem","D","9",2011,"ind",-2,2,176,12,6.81818181818182
"82568","forskelsbehandle","D","9",2011,"ind",-2,2,176,12,6.81818181818182
"82604","ulovligt","D","9",2012,"ind",-3,3,313,18,5.75079872204473
"82620","kriminelle","D","9",2012,"ind",-3,3,313,18,5.75079872204473
"82637","kriminelle","D","9",2012,"ind",-3,3,313,18,5.75079872204473
"82646","ulovligt","D","9",2012,"ind",-3,3,313,18,5.75079872204473
"82669","ulovligt","D","9",2012,"ind",-3,3,313,18,5.75079872204473
"82724","styrke","D","9",2012,"ind",2,2,313,18,5.75079872204473
"82737","ulovlig","D","9",2012,"ind",-3,3,313,18,5.75079872204473
"82746","svært","D","9",2012,"ind",-2,2,313,18,5.75079872204473
"82755","problem","D","9",2012,"ind",-2,2,313,18,5.75079872204473
"82763","advarer","D","9",2012,"ind",-2,2,313,18,5.75079872204473
"82768","kriminelle","D","9",2012,"ind",-3,3,313,18,5.75079872204473
"82773","slå","D","9",2012,"ind",-1,1,313,18,5.75079872204473
"82774","rod","D","9",2012,"ind",-2,2,313,18,5.75079872204473
"82796","betale","D","9",2012,"ind",-1,1,313,18,5.75079872204473
"82803","ekspert","D","9",2012,"ind",1,1,313,18,5.75079872204473
"82837","ligeglade","D","9",2012,"ind",-2,2,313,18,5.75079872204473
"82894","fængsel","D","9",2012,"ind",-2,2,313,18,5.75079872204473
"82911","oplyser","D","9",2012,"ind",2,2,313,18,5.75079872204473
"82918","stoppe","D","9",2013,"ind",-1,1,289,15,5.19031141868512
"82925","stoppe","D","9",2013,"ind",-1,1,289,15,5.19031141868512
"82942","forebygge","D","9",2013,"ind",-1,1,289,15,5.19031141868512
"83007","styrke","D","9",2013,"ind",2,2,289,15,5.19031141868512
"83008","sammenhold","D","9",2013,"ind",2,2,289,15,5.19031141868512
"83027","hjælp","D","9",2013,"ind",2,2,289,15,5.19031141868512
"83075","frihed","D","9",2013,"ind",2,2,289,15,5.19031141868512
"83097","skeptisk","D","9",2013,"ind",-2,2,289,15,5.19031141868512
"83102","positivt","D","9",2013,"ind",2,2,289,15,5.19031141868512
"83126","hjælpe","D","9",2013,"ind",2,2,289,15,5.19031141868512
"83170","klart","D","9",2013,"ind",1,1,289,15,5.19031141868512
"83176","trist","D","9",2013,"ind",-2,2,289,15,5.19031141868512
"83184","frivilligt","D","9",2013,"ind",1,1,289,15,5.19031141868512
"83194","godt","D","9",2013,"ind",3,3,289,15,5.19031141868512
"83200","alene","D","9",2013,"ind",-1,1,289,15,5.19031141868512
"83212","beskylder","D","9",2014,"ind",-2,2,379,18,4.74934036939314
"83215","racisme","D","9",2014,"ind",-3,3,379,18,4.74934036939314
"83223","ja","D","9",2014,"ind",1,1,379,18,4.74934036939314
"83227","begrænse","D","9",2014,"ind",-1,1,379,18,4.74934036939314
"83231","demonstranter","D","9",2014,"ind",-1,1,379,18,4.74934036939314
"83260","ja","D","9",2014,"ind",1,1,379,18,4.74934036939314
"83266","begrænse","D","9",2014,"ind",-1,1,379,18,4.74934036939314
"83321","hadefulde","D","9",2014,"ind",-2,2,379,18,4.74934036939314
"83344","hadefulde","D","9",2014,"ind",-2,2,379,18,4.74934036939314
"83374","fremmedfjendske","D","9",2014,"ind",-2,2,379,18,4.74934036939314
"83378","racismens","D","9",2014,"ind",-3,3,379,18,4.74934036939314
"83400","afvist","D","9",2014,"ind",-2,2,379,18,4.74934036939314
"83406","fuck","D","9",2014,"ind",-4,4,379,18,4.74934036939314
"83459","fuck","D","9",2014,"ind",-4,4,379,18,4.74934036939314
"83497","forværret","D","9",2014,"ind",-2,2,379,18,4.74934036939314
"83505","ubehagelige","D","9",2014,"ind",-2,2,379,18,4.74934036939314
"83553","ja","D","9",2014,"ind",1,1,379,18,4.74934036939314
"83559","grænser","D","9",2014,"ind",-1,1,379,18,4.74934036939314
"83595","når","D","9",2015,"ind",0,0,299,18,6.02006688963211
"83623","når","D","9",2015,"ind",0,0,299,18,6.02006688963211
"83635","fik","D","9",2015,"ind",2,2,299,18,6.02006688963211
"83658","når","D","9",2015,"ind",0,0,299,18,6.02006688963211
"83674","når","D","9",2015,"ind",0,0,299,18,6.02006688963211
"83681","betale","D","9",2015,"ind",-1,1,299,18,6.02006688963211
"83687","betydning","D","9",2015,"ind",2,2,299,18,6.02006688963211
"83709","når","D","9",2015,"ind",0,0,299,18,6.02006688963211
"83721","betale","D","9",2015,"ind",-1,1,299,18,6.02006688963211
"83735","løse","D","9",2015,"ind",1,1,299,18,6.02006688963211
"83736","problemerne","D","9",2015,"ind",-2,2,299,18,6.02006688963211
"83742","problemer","D","9",2015,"ind",-2,2,299,18,6.02006688963211
"83754","svært","D","9",2015,"ind",-2,2,299,18,6.02006688963211
"83779","sikre","D","9",2015,"ind",1,1,299,18,6.02006688963211
"83794","hurtigere","D","9",2015,"ind",2,2,299,18,6.02006688963211
"83819","hjælpe","D","9",2015,"ind",2,2,299,18,6.02006688963211
"83859","mulighed","D","9",2015,"ind",2,2,299,18,6.02006688963211
"83862","sikre","D","9",2015,"ind",1,1,299,18,6.02006688963211
"83906","værste","I","1",2011,"fly",-3,3,440,18,4.09090909090909
"84004","håber","I","1",2011,"fly",2,2,440,18,4.09090909090909
"84011","presset","I","1",2011,"fly",-2,2,440,18,4.09090909090909
"84017","krisen","I","1",2011,"fly",-3,3,440,18,4.09090909090909
"84023","sværere","I","1",2011,"fly",-2,2,440,18,4.09090909090909
"84058","begrænsede","I","1",2011,"fly",-1,1,440,18,4.09090909090909
"84094","anerkendt","I","1",2011,"fly",2,2,440,18,4.09090909090909
"84107","udretter","I","1",2011,"fly",2,2,440,18,4.09090909090909
"84113","kæmpe","I","1",2011,"fly",-1,1,440,18,4.09090909090909
"84123","hjælp","I","1",2011,"fly",2,2,440,18,4.09090909090909
"84138","krise","I","1",2011,"fly",-3,3,440,18,4.09090909090909
"84175","forlade","I","1",2011,"fly",-1,1,440,18,4.09090909090909
"84210","ignorere","I","1",2011,"fly",-1,1,440,18,4.09090909090909
"84222","tabe","I","1",2011,"fly",-2,2,440,18,4.09090909090909
"84229","glemme","I","1",2011,"fly",-1,1,440,18,4.09090909090909
"84248","krisen","I","1",2011,"fly",-3,3,440,18,4.09090909090909
"84258","håber","I","1",2011,"fly",2,2,440,18,4.09090909090909
"84315","interesser","I","1",2011,"fly",1,1,440,18,4.09090909090909
"84396","fattige","I","1",2012,"fly",-2,2,331,8,2.41691842900302
"84401","imod","I","1",2012,"fly",-1,1,331,8,2.41691842900302
"84431","kæmpede","I","1",2012,"fly",-2,2,331,8,2.41691842900302
"84449","flygter","I","1",2012,"fly",-1,1,331,8,2.41691842900302
"84543","kæmper","I","1",2012,"fly",-2,2,331,8,2.41691842900302
"84547","fattigdom","I","1",2012,"fly",-2,2,331,8,2.41691842900302
"84557","hjælper","I","1",2012,"fly",2,2,331,8,2.41691842900302
"84651","krise","I","1",2012,"fly",-3,3,331,8,2.41691842900302
"84656","kritiserer","I","1",2013,"fly",-2,2,458,21,4.58515283842795
"84660","afviste","I","1",2013,"fly",-1,1,458,21,4.58515283842795
"84673","afviste","I","1",2013,"fly",-1,1,458,21,4.58515283842795
"84697","kritik","I","1",2013,"fly",-2,2,458,21,4.58515283842795
"84704","afviste","I","1",2013,"fly",-1,1,458,21,4.58515283842795
"84737","begejstret","I","1",2013,"fly",4,4,458,21,4.58515283842795
"84741","risikerer","I","1",2013,"fly",-2,2,458,21,4.58515283842795
"84751","kritikken","I","1",2013,"fly",-2,2,458,21,4.58515283842795
"84763","god","I","1",2013,"fly",3,3,458,21,4.58515283842795
"84794","afviste","I","1",2013,"fly",-1,1,458,21,4.58515283842795
"84813","frivilligt","I","1",2013,"fly",1,1,458,21,4.58515283842795
"84865","motivere","I","1",2013,"fly",1,1,458,21,4.58515283842795
"84899","klart","I","1",2013,"fly",1,1,458,21,4.58515283842795
"84937","positive","I","1",2013,"fly",2,2,458,21,4.58515283842795
"84945","imod","I","1",2013,"fly",-1,1,458,21,4.58515283842795
"84977","tom","I","1",2013,"fly",-1,1,458,21,4.58515283842795
"84991","afviste","I","1",2013,"fly",-1,1,458,21,4.58515283842795
"84993","hurtigere","I","1",2013,"fly",2,2,458,21,4.58515283842795
"85040","når","I","1",2013,"fly",0,0,458,21,4.58515283842795
"85099","godt","I","1",2013,"fly",3,3,458,21,4.58515283842795
"85101","afviste","I","1",2013,"fly",-1,1,458,21,4.58515283842795
"85125","stridende","I","1",2014,"fly",-1,1,606,31,5.11551155115512
"85141","sult","I","1",2014,"fly",-2,2,606,31,5.11551155115512
"85142","sygdom","I","1",2014,"fly",-2,2,606,31,5.11551155115512
"85216","hurtigt","I","1",2014,"fly",2,2,606,31,5.11551155115512
"85221","brød","I","1",2014,"fly",-1,1,606,31,5.11551155115512
"85224","grædende","I","1",2014,"fly",-2,2,606,31,5.11551155115512
"85237","tydeligt","I","1",2014,"fly",1,1,606,31,5.11551155115512
"85240","sult","I","1",2014,"fly",-2,2,606,31,5.11551155115512
"85262","katastrofe","I","1",2014,"fly",-2,2,606,31,5.11551155115512
"85288","fik","I","1",2014,"fly",2,2,606,31,5.11551155115512
"85307","sultende","I","1",2014,"fly",-2,2,606,31,5.11551155115512
"85313","desperat","I","1",2014,"fly",-3,3,606,31,5.11551155115512
"85329","grusomme","I","1",2014,"fly",-3,3,606,31,5.11551155115512
"85453","overlevende","I","1",2014,"fly",2,2,606,31,5.11551155115512
"85474","effektivt","I","1",2014,"fly",2,2,606,31,5.11551155115512
"85511","forfærdelige","I","1",2014,"fly",-3,3,606,31,5.11551155115512
"85512","omkostninger","I","1",2014,"fly",-1,1,606,31,5.11551155115512
"85553","beskytte","I","1",2014,"fly",1,1,606,31,5.11551155115512
"85557","sikre","I","1",2014,"fly",1,1,606,31,5.11551155115512
"85564","sikre","I","1",2014,"fly",1,1,606,31,5.11551155115512
"85567","stridende","I","1",2014,"fly",-1,1,606,31,5.11551155115512
"85584","sårede","I","1",2014,"fly",-2,2,606,31,5.11551155115512
"85586","syge","I","1",2014,"fly",-2,2,606,31,5.11551155115512
"85587","hurtigst","I","1",2014,"fly",2,2,606,31,5.11551155115512
"85590","hjælp","I","1",2014,"fly",2,2,606,31,5.11551155115512
"85596","bombe","I","1",2014,"fly",-1,1,606,31,5.11551155115512
"85633","ulovlige","I","1",2014,"fly",-3,3,606,31,5.11551155115512
"85637","klar","I","1",2014,"fly",1,1,606,31,5.11551155115512
"85638","overtrædelse","I","1",2014,"fly",-2,2,606,31,5.11551155115512
"85674","pålægger","I","1",2014,"fly",-1,1,606,31,5.11551155115512
"85698","desperate","I","1",2014,"fly",-3,3,606,31,5.11551155115512
"85747","stopper","I","1",2015,"fly",-1,1,284,14,4.92957746478873
"85786","risiko","I","1",2015,"fly",-2,2,284,14,4.92957746478873
"85797","sympati","I","1",2015,"fly",2,2,284,14,4.92957746478873
"85805","kampe","I","1",2015,"fly",-1,1,284,14,4.92957746478873
"85835","oplagt","I","1",2015,"fly",2,2,284,14,4.92957746478873
"85863","frygter","I","1",2015,"fly",-2,2,284,14,4.92957746478873
"85886","kæmpe","I","1",2015,"fly",-1,1,284,14,4.92957746478873
"85897","imod","I","1",2015,"fly",-1,1,284,14,4.92957746478873
"85907","vanvittigt","I","1",2015,"fly",-3,3,284,14,4.92957746478873
"85921","fremmedhadet","I","1",2015,"fly",-2,2,284,14,4.92957746478873
"85926","tragiske","I","1",2015,"fly",-2,2,284,14,4.92957746478873
"85950","svært","I","1",2015,"fly",-2,2,284,14,4.92957746478873
"85959","terrorist","I","1",2015,"fly",-3,3,284,14,4.92957746478873
"85980","beskylder","I","1",2015,"fly",-2,2,284,14,4.92957746478873
"86047","nedbrudt","I","1",2011,"ind",-2,2,140,5,3.57142857142857
"86050","dårlig","I","1",2011,"ind",-3,3,140,5,3.57142857142857
"86096","håber","I","1",2011,"ind",2,2,140,5,3.57142857142857
"86115","dejligt","I","1",2011,"ind",3,3,140,5,3.57142857142857
"86122","problemer","I","1",2011,"ind",-2,2,140,5,3.57142857142857
"86141","barsk","I","1",2012,"ind",-2,2,515,25,4.85436893203883
"86188","forbløffende","I","1",2012,"ind",2,2,515,25,4.85436893203883
"86225","inviterede","I","1",2012,"ind",1,1,515,25,4.85436893203883
"86254","når","I","1",2012,"ind",0,0,515,25,4.85436893203883
"86288","ulovlig","I","1",2012,"ind",-3,3,515,25,4.85436893203883
"86304","omhu","I","1",2012,"ind",2,2,515,25,4.85436893203883
"86307","ry","I","1",2012,"ind",1,1,515,25,4.85436893203883
"86362","overtrædelser","I","1",2012,"ind",-2,2,515,25,4.85436893203883
"86383","diskriminerer","I","1",2012,"ind",-2,2,515,25,4.85436893203883
"86421","skyld","I","1",2012,"ind",-2,2,515,25,4.85436893203883
"86435","ulovligt","I","1",2012,"ind",-3,3,515,25,4.85436893203883
"86442","populært","I","1",2012,"ind",3,3,515,25,4.85436893203883
"86443","forbillede","I","1",2012,"ind",2,2,515,25,4.85436893203883
"86456","grænser","I","1",2012,"ind",-1,1,515,25,4.85436893203883
"86463","nedværdige","I","1",2012,"ind",-2,2,515,25,4.85436893203883
"86473","lovet","I","1",2012,"ind",1,1,515,25,4.85436893203883
"86513","begår","I","1",2012,"ind",1,1,515,25,4.85436893203883
"86517","fejl","I","1",2012,"ind",-2,2,515,25,4.85436893203883
"86526","arrogante","I","1",2012,"ind",-2,2,515,25,4.85436893203883
"86531","sikre","I","1",2012,"ind",1,1,515,25,4.85436893203883
"86551","miste","I","1",2012,"ind",-2,2,515,25,4.85436893203883
"86567","fik","I","1",2012,"ind",2,2,515,25,4.85436893203883
"86608","populær","I","1",2012,"ind",3,3,515,25,4.85436893203883
"86615","håber","I","1",2012,"ind",2,2,515,25,4.85436893203883
"86651","skyld","I","1",2012,"ind",-2,2,515,25,4.85436893203883
"86671","stoppe","I","1",2013,"ind",-1,1,277,14,5.05415162454874
"86677","forebygge","I","1",2013,"ind",-1,1,277,14,5.05415162454874
"86740","styrke","I","1",2013,"ind",2,2,277,14,5.05415162454874
"86741","sammenhold","I","1",2013,"ind",2,2,277,14,5.05415162454874
"86760","hjælp","I","1",2013,"ind",2,2,277,14,5.05415162454874
"86809","frihed","I","1",2013,"ind",2,2,277,14,5.05415162454874
"86829","skeptisk","I","1",2013,"ind",-2,2,277,14,5.05415162454874
"86834","positivt","I","1",2013,"ind",2,2,277,14,5.05415162454874
"86858","hjælpe","I","1",2013,"ind",2,2,277,14,5.05415162454874
"86899","klart","I","1",2013,"ind",1,1,277,14,5.05415162454874
"86905","trist","I","1",2013,"ind",-2,2,277,14,5.05415162454874
"86913","frivilligt","I","1",2013,"ind",1,1,277,14,5.05415162454874
"86923","godt","I","1",2013,"ind",3,3,277,14,5.05415162454874
"86929","alene","I","1",2013,"ind",-1,1,277,14,5.05415162454874
"86998","fri","I","1",2014,"ind",1,1,292,11,3.76712328767123
"87003","grænser","I","1",2014,"ind",-1,1,292,11,3.76712328767123
"87024","fri","I","1",2014,"ind",1,1,292,11,3.76712328767123
"87041","mulighed","I","1",2014,"ind",2,2,292,11,3.76712328767123
"87058","arbejdsløs","I","1",2014,"ind",-2,2,292,11,3.76712328767123
"87074","fri","I","1",2014,"ind",1,1,292,11,3.76712328767123
"87077","ønsker","I","1",2014,"ind",2,2,292,11,3.76712328767123
"87138","vækst","I","1",2014,"ind",2,2,292,11,3.76712328767123
"87156","fri","I","1",2014,"ind",1,1,292,11,3.76712328767123
"87172","løsning","I","1",2014,"ind",1,1,292,11,3.76712328767123
"87183","fokuseret","I","1",2014,"ind",2,2,292,11,3.76712328767123
"87224","når","I","1",2015,"ind",0,0,529,41,7.75047258979206
"87228","amok","I","1",2015,"ind",-3,3,529,41,7.75047258979206
"87234","problem","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87243","oprør","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87249","oprør","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87256","oprør","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87267","problem","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87278","panik","I","1",2015,"ind",-3,3,529,41,7.75047258979206
"87297","fik","I","1",2015,"ind",2,2,529,41,7.75047258979206
"87302","lancere","I","1",2015,"ind",1,1,529,41,7.75047258979206
"87306","sikre","I","1",2015,"ind",1,1,529,41,7.75047258979206
"87321","klar","I","1",2015,"ind",1,1,529,41,7.75047258979206
"87327","løsning","I","1",2015,"ind",1,1,529,41,7.75047258979206
"87329","arbejdsløshed","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87347","bekæmpe","I","1",2015,"ind",-1,1,529,41,7.75047258979206
"87357","kriminelle","I","1",2015,"ind",-3,3,529,41,7.75047258979206
"87365","udsatte","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87377","panik","I","1",2015,"ind",-3,3,529,41,7.75047258979206
"87390","alene","I","1",2015,"ind",-1,1,529,41,7.75047258979206
"87403","grænser","I","1",2015,"ind",-1,1,529,41,7.75047258979206
"87410","optøjer","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87414","kriminalitet","I","1",2015,"ind",-3,3,529,41,7.75047258979206
"87441","risikerer","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87450","bekæmpe","I","1",2015,"ind",-1,1,529,41,7.75047258979206
"87458","optøjer","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87473","udsatte","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87488","hooliganisme","I","1",2015,"ind",-2,2,529,41,7.75047258979206
"87511","optøjer","I","1",2015,"ind",-2,2,529,41,7.75047258979206
